date,ICICI_LargeMidcap,Nifty50_BeES,fund_ret,bench_ret
2006-08-23,10.37,339.9389,-0.010496183206107013,-0.008469195038538047
2006-08-24,10.48,343.4472,0.010607521697203692,0.010320384045485964
2006-08-25,10.54,345.0203,0.005725190839694472,0.004580325592987933
2006-08-28,10.6,346.5519,0.00569259962049351,0.00443915908716086
2006-08-29,10.64,349.0429,0.0037735849056603765,0.007187956551385266
2006-08-30,10.65,349.5125,0.0009398496240602405,0.0013453933599567591
2006-08-31,10.61,347.7996,-0.003755868544600971,-0.004900826150709858
2006-09-01,10.69,349.9908,0.007540056550424223,0.006300179758688573
2006-09-04,10.81,354.1835,0.01122544434050532,0.01197945774574638
2006-09-05,10.85,353.8661,0.0037002775208139216,-0.0008961456420187863
2006-09-06,10.9,354.8334,0.004608294930875667,0.002733519825719233
2006-09-07,10.83,352.5327,-0.006422018348623881,-0.006483887931632126
2006-09-08,10.89,354.2435,0.005540166204986097,0.004852883150981535
2006-09-11,10.54,343.5388,-0.032139577594123225,-0.03021847966158875
2006-09-12,10.62,345.9467,0.007590132827324458,0.0070091063949691
2006-09-13,10.78,352.509,0.015065913370998052,0.018969107090774262
2006-09-14,10.84,354.2348,0.005565862708719838,0.004895761526656051
2006-09-15,10.89,354.9472,0.004612546125461359,0.0020110954654934954
2006-09-18,10.92,356.3842,0.0027548209366390353,0.0040484894654755355
2006-09-19,10.77,352.7779,-0.013736263736263798,-0.010119135472335894
2006-09-20,10.87,357.3994,0.00928505106778088,0.01310031042193982
2006-09-21,11.0,362.5046,0.011959521619135272,0.01428429930212527
2006-09-22,10.99,361.6236,-0.0009090909090908594,-0.0024303139877396296
