date,ICICI_LargeMidcap,Nifty50_BeES
2010-06-21,17.63,539.1152
2010-06-22,17.51,535.4393
2010-06-23,17.57,536.0933
2010-06-24,17.54,535.8319
2010-06-25,17.43,530.6782
2010-06-28,17.64,537.0916
2010-06-29,17.41,529.6735
2010-06-30,17.54,535.2951
2010-07-01,17.32,529.1737
2010-07-02,17.3,527.7332
2010-07-05,17.27,527.5922
2010-07-06,17.48,532.904
2010-07-07,17.37,528.0955
2010-07-08,17.56,533.9962
2010-07-09,17.76,539.5523
2010-07-12,17.87,542.758
2010-07-13,17.87,544.5241
2010-07-14,17.82,543.0596
2010-07-15,17.83,542.3104
2010-07-16,17.91,543.8125
2010-07-19,17.87,543.0447
2010-07-20,17.85,541.1892
2010-07-21,17.94,544.3235
2010-07-22,18.05,548.5878
2010-07-23,18.13,549.335
2010-07-26,18.12,546.2527
2010-07-27,18.18,547.4461
2010-07-28,18.13,544.1584
2010-07-29,18.11,545.3604
2010-07-30,17.97,541.2117
2010-08-02,18.22,547.6148
2010-08-03,18.3,548.396
2010-08-04,18.33,551.232
2010-08-05,18.29,549.1766
2010-08-06,18.23,548.3654
2010-08-09,18.36,553.0582
2010-08-10,18.25,550.6584
2010-08-11,18.11,546.6192
2010-08-12,18.11,546.1914
2010-08-13,18.17,549.772
2010-08-16,18.15,546.4156
2010-08-17,18.1,546.2219
2010-08-18,18.23,552.791
2010-08-19,18.34,558.9238
2010-08-20,18.28,557.9543
2010-08-23,18.37,559.2214
2010-08-24,18.26,555.4456
2010-08-25,18.15,551.1362
2010-08-26,18.21,552.6914
2010-08-27,18.0,545.7277
2010-08-30,18.01,546.4849
2010-08-31,17.96,545.1629
2010-09-01,18.21,552.2065
2010-09-02,18.26,553.7351
2010-09-03,18.22,553.0624
2010-09-06,18.54,562.8453
2010-09-07,18.6,565.5759
2010-09-08,18.67,566.0561
2010-09-09,18.77,569.4875
2010-09-13,19.07,581.5907
2010-09-14,19.16,585.1586
2010-09-15,19.36,591.7531
2010-09-16,19.25,588.5004
2010-09-17,19.44,594.1785
2010-09-20,19.61,603.7665
2010-09-21,19.74,606.6371
2010-09-22,19.66,604.8115
2010-09-23,19.54,601.6389
2010-09-24,19.72,607.5436
2010-09-27,19.83,609.2639
2010-09-28,19.81,608.633
2010-09-29,19.7,604.7839
2010-09-30,19.76,608.5645
2010-10-01,20.14,619.9751
2010-10-04,20.16,621.5645
2010-10-05,20.15,620.18
2010-10-06,20.28,624.2639
2010-10-07,20.15,617.5973
2010-10-08,20.07,615.8931
2010-10-11,20.12,619.1309
2010-10-12,20.03,614.5964
2010-10-13,20.39,628.9806
2010-10-14,20.25,623.2774
2010-10-15,19.93,611.728
2010-10-18,19.95,613.0422
2010-10-19,19.84,608.1398
2010-10-20,19.73,603.5839
2010-10-21,20.11,616.2426
2010-10-22,20.04,612.6888
2010-10-25,20.14,616.6645
2010-10-26,20.04,614.26
2010-10-27,19.86,607.2755
2010-10-28,19.8,604.7533
2010-10-29,19.87,607.7685
2010-11-01,20.17,617.9343
2010-11-02,20.17,618.0672
2010-11-03,20.27,622.2358
2010-11-04,20.57,634.4335
2010-11-08,20.59,633.5331
2010-11-09,20.78,636.3783
2010-11-10,20.69,633.7693
2010-11-11,20.43,625.5641
2010-11-12,20.06,613.2138
2010-11-15,20.22,618.2198
2010-11-16,19.88,604.8216
2010-11-18,19.88,605.8282
2010-11-19,19.6,594.8854
2010-11-22,19.89,606.9165
2010-11-23,19.7,599.3287
2010-11-24,19.49,592.374
2010-11-25,19.27,585.7198
2010-11-26,19.15,580.8996
2010-11-29,19.41,588.7389
2010-11-30,19.52,592.0208
2010-12-01,19.77,601.8955
2010-12-02,19.94,607.0001
2010-12-03,19.92,605.0886
2010-12-06,19.94,605.0108
2010-12-07,19.92,603.4236
2010-12-08,19.69,596.0747
2010-12-09,19.37,582.2496
2010-12-10,19.6,591.3919
2010-12-13,19.77,596.4343
2010-12-14,19.87,600.0972
2010-12-15,19.71,594.8738
2010-12-16,19.87,600.5498
2010-12-20,19.79,600.7117
2010-12-21,19.98,606.0997
2010-12-22,19.93,604.4579
2010-12-23,19.94,604.0049
2010-12-24,20.04,607.1804
2010-12-27,19.97,605.8284
2010-12-28,19.97,605.6085
2010-12-29,20.19,612.0826
2010-12-30,20.28,616.2547
2010-12-31,20.4,619.5308
2011-01-03,20.49,621.8361
2011-01-04,20.41,620.6971
2011-01-05,20.21,613.983
2011-01-06,20.13,610.7994
2011-01-07,19.75,596.3191
2011-01-10,19.34,582.0198
2011-01-11,19.37,581.1302
2011-01-12,19.68,592.1174
2011-01-13,19.36,580.894
2011-01-14,19.05,571.0814
2011-01-17,19.05,571.0805
2011-01-18,19.26,578.0971
2011-01-19,19.19,574.7675
2011-01-20,19.21,576.8307
2011-01-21,19.17,575.3057
2011-01-24,19.32,580.0036
2011-01-25,19.16,574.3712
2011-01-27,18.88,566.0593
2011-01-28,18.64,556.7697
2011-01-31,18.65,556.1199
2011-02-01,18.41,547.1807
2011-02-02,18.41,548.6648
2011-02-03,18.69,558.2037
2011-02-04,18.37,545.1325
2011-02-07,18.37,545.1376
2011-02-08,18.13,536.7425
2011-02-09,17.99,530.7934
2011-02-10,17.87,527.9959
2011-02-11,18.11,536.5339
2011-02-14,18.58,551.2284
2011-02-15,18.66,553.7462
2011-02-16,18.68,553.8107
2011-02-17,18.9,560.3321
2011-02-18,18.65,551.5104
2011-02-21,18.8,557.5075
2011-02-22,18.62,552.5228
2011-02-23,18.46,549.3122
2011-02-24,17.96,531.7085
2011-02-25,18.06,535.8176
2011-02-28,18.2,538.8024
2011-03-01,18.81,557.8497
2011-03-03,18.78,559.244
2011-03-04,18.77,559.4935
2011-03-07,18.58,551.856
2011-03-08,18.76,557.6571
2011-03-09,18.76,558.6815
2011-03-10,18.67,554.9854
2011-03-11,18.54,550.0473
2011-03-14,18.76,558.7034
2011-03-15,18.5,550.4506
2011-03-16,18.7,556.6263
2011-03-17,18.56,550.1867
2011-03-18,18.39,542.8991
2011-03-21,18.4,541.9833
2011-03-22,18.56,546.9304
2011-03-23,18.77,553.6185
2011-03-24,18.87,557.8342
2011-03-25,19.26,571.1188
2011-03-28,19.32,574.4313
2011-03-29,19.45,579.4405
2011-03-30,19.61,584.6028
2011-03-31,19.74,589.2426
2011-04-01,19.67,588.465
2011-04-04,19.92,596.7564
2011-04-05,19.92,596.9153
2011-04-06,19.84,595.0631
2011-04-07,19.79,594.4454
2011-04-08,19.72,590.0349
2011-04-11,19.65,584.3396
2011-04-13,19.92,597.0041
2011-04-15,19.69,588.231
2011-04-18,19.48,578.5903
2011-04-19,19.51,579.7588
2011-04-20,19.77,591.1569
2011-04-21,19.85,594.4831
2011-04-25,19.89,593.449
2011-04-26,19.89,592.8312
2011-04-27,19.81,589.3481
2011-04-28,19.76,584.4705
2011-04-29,19.67,580.8436
2011-05-02,19.53,575.9744
2011-05-03,19.13,562.2559
2011-05-04,19.1,559.4197
2011-05-05,18.83,552.0778
2011-05-06,19.07,561.3037
2011-05-09,19.08,561.2474
2011-05-10,19.06,560.2488
2011-05-11,19.1,562.639
2011-05-12,18.88,554.6786
2011-05-13,19.06,560.5682
2011-05-16,18.92,555.9282
2011-05-17,18.71,549.866
2011-05-18,18.62,548.0106
2011-05-19,18.64,548.7627
2011-05-20,18.82,554.8927
2011-05-23,18.44,544.8101
2011-05-24,18.5,545.6434
2011-05-25,18.39,541.009
2011-05-26,18.65,547.7253
2011-05-27,18.82,554.1469
2011-05-30,18.81,553.8296
2011-05-31,19.1,562.6056
2011-06-01,19.17,565.8122
2011-06-02,19.06,562.3488
2011-06-03,18.98,558.9535
2011-06-06,18.96,560.4706
2011-06-07,19.07,562.8979
2011-06-08,18.96,560.1938
2011-06-09,18.94,559.5985
2011-06-10,18.85,556.8321
2011-06-13,18.84,556.5094
2011-06-14,18.89,558.2824
2011-06-15,18.71,552.9157
2011-06-16,18.55,547.8775
2011-06-17,18.45,544.8002
2011-06-20,18.09,533.8103
2011-06-21,18.13,535.6173
2011-06-22,18.2,536.2527
2011-06-23,18.32,540.4643
2011-06-24,18.76,555.7502
2011-06-27,18.9,561.3299
2011-06-28,18.95,563.2141
2011-06-29,19.16,569.032
2011-06-30,19.22,573.8703
2011-07-01,19.17,571.8209
2011-07-04,19.33,574.4292
2011-07-05,19.3,572.5572
2011-07-06,19.25,571.8774
2011-07-07,19.54,582.3488
2011-07-08,19.39,575.5498
2011-07-11,19.28,571.0155
2011-07-12,19.03,561.9104
2011-07-13,19.24,567.906
2011-07-14,19.29,569.6082
2011-07-15,19.23,567.7622
2011-07-18,19.17,566.3171
2011-07-19,19.34,571.2596
2011-07-20,19.18,566.5358
2011-07-21,19.09,563.9488
2011-07-22,19.39,573.3024
2011-07-25,19.56,577.9788
2011-07-26,19.26,567.2861
2011-07-27,19.16,564.4582
2011-07-28,18.97,558.515
2011-07-29,18.9,557.9251
2011-08-01,18.98,561.436
2011-08-02,18.81,555.3838
2011-08-03,18.7,550.1549
2011-08-04,18.45,542.7377
2011-08-05,18.01,530.489
2011-08-08,17.75,521.0862
2011-08-09,17.51,516.4797
2011-08-10,17.8,525.5403
2011-08-11,17.69,523.2279
2011-08-12,17.44,516.5878
2011-08-16,17.29,512.793
2011-08-17,17.32,515.2836
2011-08-18,16.94,503.8944
